id,user_id,movie_id,rating,timestamp
331,4,450,2,2001-04-09 20:40:28.000000
332,4,457,5,1999-12-13 10:00:59.000000
333,4,475,5,1999-12-14 12:24:50.000000
334,4,492,5,1999-12-13 10:11:12.000000
335,4,509,1,1999-12-13 09:58:26.000000
336,4,538,5,1999-12-13 09:50:36.000000
337,4,539,1,2000-07-25 15:27:12.000000
338,4,553,2,1999-12-13 10:01:41.000000
339,4,588,4,1999-12-13 10:07:50.000000
340,4,593,5,2000-07-25 15:46:26.000000
341,4,595,3,2001-04-09 20:36:49.000000
342,4,599,2,1999-12-13 09:49:47.000000
343,4,608,5,2000-07-25 15:46:48.000000
517,5,1,4,1996-11-08 06:36:02.000000
518,5,21,4,1996-11-08 06:40:38.000000
519,5,34,4,1996-11-08 06:34:41.000000
520,5,36,4,1996-11-08 06:41:32.000000
521,5,39,3,1996-11-08 06:36:01.000000
522,5,50,4,1996-11-08 06:34:41.000000
523,5,58,5,1996-11-08 06:40:38.000000
524,5,110,4,1996-11-08 06:34:40.000000
525,5,150,3,1996-11-08 06:32:28.000000
526,5,153,3,1996-11-08 06:33:22.000000
527,5,232,4,1996-11-08 06:41:32.000000
528,5,247,5,1996-11-08 06:42:17.000000
529,5,253,3,1996-11-08 06:41:32.000000
530,5,261,4,1996-11-08 06:40:38.000000
531,5,265,3,1996-11-08 06:38:49.000000
532,5,266,1,1996-11-08 06:41:51.000000
533,5,290,5,1996-11-08 06:41:51.000000
534,5,296,5,1996-11-08 06:32:28.000000
535,5,300,3,1996-11-08 06:42:17.000000
536,5,316,2,1996-11-08 06:33:52.000000
537,5,318,3,1996-11-08 06:34:40.000000
538,5,344,3,1996-11-08 06:33:22.000000
539,5,349,3,1996-11-08 06:33:52.000000
540,5,357,2,1996-11-08 06:40:38.000000
541,5,364,3,1996-11-08 06:34:42.000000
542,5,367,4,1996-11-08 06:38:49.000000
543,5,380,2,1996-11-08 06:32:28.000000
544,5,410,3,1996-11-08 06:41:32.000000
545,5,457,4,1996-11-08 06:33:21.000000
546,5,474,4,1996-11-08 06:42:17.000000
547,5,475,5,1996-11-08 06:41:51.000000
548,5,515,3,1996-11-08 06:38:49.000000
549,5,527,5,1996-11-08 06:36:00.000000
550,5,531,4,1996-11-08 06:40:58.000000
551,5,534,3,1996-11-08 06:41:51.000000
552,5,588,4,1996-11-08 06:33:21.000000
553,5,589,3,1996-11-08 06:40:58.000000
554,5,590,5,1996-11-08 06:32:27.000000
555,5,592,3,1996-11-08 06:32:27.000000
556,5,594,5,1996-11-08 06:40:38.000000
557,5,595,5,1996-11-08 06:33:52.000000
558,5,596,5,1996-11-08 06:41:32.000000
559,5,597,3,1996-11-08 06:36:02.000000
560,5,608,3,1996-11-08 06:40:58.000000
561,6,2,4,1996-10-17 11:58:42.000000
562,6,3,5,1996-10-17 12:11:36.000000
563,6,4,3,1996-10-17 12:12:29.000000
564,6,5,5,1996-10-17 12:05:38.000000
565,6,6,4,1996-10-17 12:02:37.000000
566,6,7,4,1996-10-17 12:11:04.000000
567,6,8,3,1996-10-17 12:28:01.000000
568,6,10,3,1996-10-17 11:54:13.000000
569,6,11,4,1996-10-17 11:58:09.000000
570,6,13,3,1996-10-17 12:33:08.000000
571,6,15,4,1996-10-17 12:15:05.000000
572,6,16,4,1996-10-17 12:03:39.000000
573,6,17,4,1996-10-17 11:59:19.000000
574,6,19,2,1996-10-17 11:56:22.000000
575,6,21,2,1996-10-17 11:56:22.000000
576,6,22,5,1996-10-17 12:04:35.000000
577,6,24,4,1996-10-17 12:13:17.000000
578,6,25,3,1996-10-17 12:01:35.000000
579,6,26,4,1996-10-17 12:29:22.000000
580,6,27,3,1996-10-17 12:30:02.000000
581,6,31,3,1996-10-17 12:03:39.000000
582,6,32,4,1996-10-17 11:57:06.000000
583,6,34,4,1996-10-17 11:55:54.000000
584,6,36,5,1996-10-17 12:02:06.000000
585,6,41,4,1996-10-17 12:22:42.000000
586,6,43,4,1996-10-17 12:33:27.000000
587,6,45,3,1996-10-17 12:05:07.000000
588,6,46,4,1996-10-17 12:15:51.000000
589,6,47,4,1996-10-17 11:55:17.000000
590,6,50,1,1996-10-17 11:56:21.000000
591,6,54,4,1996-10-17 12:30:02.000000
592,6,60,4,1996-10-17 12:11:03.000000
593,6,61,4,1996-10-17 12:30:54.000000
594,6,62,4,1996-10-17 12:01:00.000000
595,6,65,3,1996-10-17 12:24:30.000000
596,6,66,3,1996-10-17 12:25:51.000000
597,6,76,4,1996-10-17 12:28:37.000000
598,6,79,3,1996-10-17 12:21:47.000000
599,6,86,5,1996-10-17 12:42:11.000000
600,6,87,3,1996-10-17 12:28:20.000000
601,6,88,2,1996-10-17 12:34:54.000000
602,6,89,4,1996-10-17 12:25:24.000000
603,6,92,4,1996-10-17 12:30:54.000000
604,6,93,4,1996-10-17 12:16:24.000000
605,6,95,4,1996-10-17 11:59:19.000000
606,6,100,3,1996-10-17 12:25:51.000000
607,6,102,1,1996-10-17 12:30:36.000000
608,6,104,4,1996-10-17 12:12:29.000000
609,6,105,3,1996-10-17 12:02:37.000000
610,6,110,5,1996-10-17 11:54:43.000000
611,6,112,4,1996-10-17 12:06:34.000000
612,6,113,3,1996-10-17 12:44:17.000000
613,6,126,3,1996-10-17 12:29:02.000000
614,6,135,3,1996-10-17 12:23:07.000000
615,6,140,3,1996-10-17 12:23:44.000000
616,6,141,4,1996-10-17 11:59:46.000000
617,6,145,4,1996-10-17 12:06:06.000000
618,6,146,4,1996-10-17 12:33:27.000000
619,6,150,4,1996-10-17 11:51:50.000000
620,6,151,4,1996-10-17 11:59:46.000000
621,6,153,3,1996-10-17 11:52:26.000000
622,6,158,4,1996-10-17 12:01:00.000000
623,6,159,3,1996-10-17 12:23:26.000000
624,6,160,5,1996-10-17 11:57:37.000000
625,6,161,3,1996-10-17 11:54:13.000000
626,6,163,3,1996-10-17 12:05:07.000000
627,6,165,3,1996-10-17 11:52:26.000000
628,6,168,5,1996-10-17 12:01:35.000000
629,6,170,3,1996-10-17 12:11:03.000000
630,6,171,3,1996-10-17 12:30:02.000000
631,6,174,3,1996-10-17 12:14:39.000000
632,6,177,3,1996-10-17 12:22:11.000000
633,6,179,1,1996-10-17 12:29:22.000000
634,6,180,2,1996-10-17 12:23:26.000000
635,6,181,3,1996-10-17 12:05:38.000000
636,6,185,3,1996-10-17 11:54:43.000000
637,6,186,3,1996-10-17 12:00:19.000000
638,6,189,3,1996-10-17 12:44:01.000000
639,6,191,2,1996-10-17 12:22:11.000000
640,6,195,4,1996-10-17 12:14:15.000000
641,6,196,3,1996-10-17 11:59:46.000000
642,6,201,3,1996-10-17 12:44:50.000000
643,6,204,3,1996-10-17 12:00:19.000000
644,6,205,3,1996-10-17 12:31:17.000000
645,6,207,4,1996-10-17 12:07:04.000000
646,6,208,3,1996-10-17 11:54:13.000000
647,6,209,3,1996-10-17 12:41:46.000000
648,6,210,4,1996-10-17 12:45:10.000000
649,6,212,4,1996-10-17 12:43:01.000000
650,6,216,4,1996-10-17 12:08:19.000000
651,6,217,3,1996-10-17 12:29:42.000000
652,6,218,2,1996-10-17 12:06:34.000000
653,6,219,3,1996-10-17 12:42:11.000000
654,6,222,4,1996-10-17 12:07:04.000000
655,6,224,3,1996-10-17 12:03:14.000000
656,6,225,4,1996-10-17 11:56:21.000000
657,6,230,5,1996-10-17 12:06:06.000000
658,6,231,3,1996-10-17 11:52:54.000000
659,6,234,2,1996-10-17 12:09:36.000000
660,6,236,4,1996-10-17 11:59:19.000000
661,6,237,4,1996-10-17 12:04:35.000000
662,6,239,3,1996-10-17 12:23:07.000000
663,6,240,3,1996-10-17 12:32:51.000000
664,6,243,3,1996-10-17 12:33:08.000000
665,6,248,5,1996-10-17 12:11:03.000000
666,6,250,4,1996-10-17 12:33:08.000000
667,6,251,3,1996-10-17 12:44:17.000000
668,6,252,4,1996-10-17 12:00:19.000000
669,6,253,3,1996-10-17 11:54:43.000000
670,6,254,3,1996-10-17 12:34:15.000000
671,6,256,3,1996-10-17 12:02:06.000000
672,6,257,5,1996-10-17 12:09:36.000000
673,6,258,3,1996-10-17 12:26:12.000000
674,6,261,4,1996-10-17 12:01:35.000000
675,6,262,5,1996-10-17 12:15:51.000000
676,6,265,3,1996-10-17 12:02:06.000000
677,6,266,3,1996-10-17 11:57:37.000000
678,6,267,3,1996-10-17 12:12:56.000000
679,6,270,3,1996-10-17 12:26:12.000000
680,6,271,4,1996-10-17 12:27:29.000000
681,6,273,3,1996-10-17 12:04:35.000000
682,6,274,4,1996-10-17 12:25:51.000000
683,6,276,4,1996-10-17 12:05:07.000000
684,6,277,5,1996-10-17 12:04:04.000000
685,6,279,3,1996-10-17 12:30:36.000000
686,6,281,4,1996-10-17 12:12:00.000000
687,6,282,3,1996-10-17 11:58:42.000000
688,6,288,2,1996-10-17 11:54:43.000000
689,6,289,3,1996-10-17 12:14:15.000000
690,6,291,3,1996-10-17 12:32:51.000000
691,6,292,4,1996-10-17 11:54:13.000000
692,6,293,3,1996-10-17 12:01:00.000000
693,6,296,2,1996-10-17 11:51:50.000000
694,6,302,3,1996-10-17 12:30:36.000000
695,6,303,3,1996-10-17 12:08:19.000000
696,6,304,4,1996-10-17 12:32:26.000000
697,6,310,3,1996-10-17 12:41:59.000000
698,6,312,1,1996-10-17 12:25:51.000000
699,6,313,3,1996-10-17 12:32:26.000000
700,6,314,5,1996-10-17 12:16:43.000000
701,6,315,4,1996-10-17 11:58:42.000000
702,6,316,5,1996-10-17 11:52:54.000000
703,6,317,4,1996-10-17 11:57:37.000000
704,6,318,5,1996-10-17 11:53:20.000000
705,6,327,1,1996-10-17 12:07:42.000000
706,6,329,4,1996-10-17 11:53:20.000000
707,6,330,3,1996-10-17 12:24:31.000000
708,6,332,3,1996-10-17 12:24:06.000000
709,6,333,5,1996-10-17 12:02:37.000000
710,6,336,3,1996-10-17 12:43:43.000000
711,6,337,5,1996-10-17 11:59:46.000000
712,6,339,4,1996-10-17 11:54:13.000000
713,6,340,4,1996-10-17 12:27:45.000000
714,6,342,3,1996-10-17 12:05:38.000000
715,6,343,3,1996-10-17 12:26:12.000000
716,6,344,3,1996-10-17 11:52:26.000000
717,6,347,3,1996-10-17 12:28:20.000000
718,6,348,3,1996-10-17 12:05:38.000000
719,6,349,5,1996-10-17 11:52:26.000000
720,6,350,5,1996-10-17 11:58:09.000000
721,6,351,4,1996-10-17 12:14:15.000000
722,6,352,3,1996-10-17 12:29:42.000000
723,6,353,4,1996-10-17 12:02:06.000000
724,6,354,4,1996-10-17 12:30:02.000000
725,6,355,4,1996-10-17 12:03:39.000000
726,6,356,5,1996-10-17 11:53:20.000000
727,6,357,3,1996-10-17 11:57:37.000000
728,6,358,3,1996-10-17 12:27:45.000000
729,6,359,3,1996-10-17 12:46:52.000000
730,6,360,3,1996-10-17 12:24:54.000000
731,6,361,4,1996-10-17 12:12:56.000000
732,6,362,3,1996-10-17 12:06:34.000000
733,6,364,5,1996-10-17 11:55:17.000000
734,6,366,3,1996-10-17 12:22:42.000000
735,6,367,4,1996-10-17 11:55:17.000000
736,6,368,5,1996-10-17 12:02:06.000000
737,6,370,4,1996-10-17 12:03:14.000000
738,6,371,3,1996-10-17 12:09:01.000000
739,6,374,3,1996-10-17 12:11:36.000000
740,6,377,5,1996-10-17 11:55:17.000000
741,6,378,3,1996-10-17 12:23:07.000000
742,6,380,4,1996-10-17 11:51:50.000000
743,6,381,3,1996-10-17 12:06:34.000000
744,6,382,3,1996-10-17 12:13:17.000000
745,6,383,3,1996-10-17 12:12:00.000000
746,6,405,3,1996-10-17 12:16:43.000000
747,6,410,3,1996-10-17 11:55:54.000000
748,6,412,3,1996-10-17 12:15:05.000000
749,6,415,4,1996-10-17 12:13:40.000000
750,6,416,3,1996-10-17 12:22:42.000000
751,6,419,3,1996-10-17 12:10:24.000000
752,6,426,3,1996-10-17 12:15:51.000000
753,6,432,5,1996-10-17 11:58:09.000000
754,6,434,4,1996-10-17 11:53:20.000000
755,6,435,3,1996-10-17 11:58:09.000000
756,6,437,3,1996-10-17 12:15:05.000000
757,6,440,4,1996-10-17 11:57:37.000000
758,6,445,3,1996-10-17 12:25:24.000000
759,6,450,4,1996-10-17 12:23:44.000000
760,6,454,4,1996-10-17 11:54:43.000000
761,6,455,3,1996-10-17 12:07:42.000000
762,6,457,5,1996-10-17 11:52:54.000000
763,6,458,3,1996-10-17 12:32:26.000000
764,6,460,3,1996-10-17 12:28:01.000000
765,6,466,2,1996-10-17 12:04:04.000000
766,6,468,4,1996-10-17 12:05:07.000000
767,6,469,4,1996-10-17 12:31:17.000000
768,6,472,3,1996-10-17 12:33:52.000000
769,6,474,4,1996-10-17 11:58:42.000000
770,6,475,4,1996-10-17 12:08:19.000000
771,6,477,4,1996-10-17 12:09:01.000000
772,6,480,5,1996-10-17 11:53:20.000000
773,6,485,3,1996-10-17 12:03:14.000000
774,6,489,3,1996-10-17 12:15:05.000000
775,6,490,3,1996-10-17 12:16:24.000000
776,6,491,4,1996-10-17 12:09:01.000000
777,6,493,3,1996-10-17 12:26:12.000000
778,6,494,3,1996-10-17 12:09:36.000000
779,6,497,3,1996-10-17 12:03:39.000000
780,6,500,5,1996-10-17 11:55:54.000000
781,6,502,3,1996-10-17 12:14:15.000000
782,6,505,3,1996-10-17 12:28:37.000000
783,6,508,4,1996-10-17 11:59:46.000000
784,6,509,3,1996-10-17 11:58:42.000000
785,6,510,3,1996-10-17 12:32:26.000000
786,6,515,4,1996-10-17 12:03:14.000000
787,6,516,4,1996-10-17 12:21:48.000000
788,6,520,3,1996-10-17 12:04:04.000000
789,6,524,3,1996-10-17 12:14:39.000000
790,6,527,3,1996-10-17 11:57:06.000000
791,6,531,3,1996-10-17 12:11:36.000000
792,6,532,3,1996-10-17 12:10:24.000000
793,6,536,3,1996-10-17 12:43:01.000000
794,6,537,3,1996-10-17 12:15:51.000000
795,6,539,3,1996-10-17 11:57:06.000000
796,6,540,3,1996-10-17 12:08:19.000000
797,6,542,4,1996-10-17 12:15:24.000000
798,6,543,3,1996-10-17 12:08:19.000000
799,6,546,2,1996-10-17 12:12:29.000000
800,6,548,3,1996-10-17 12:21:48.000000
801,6,552,3,1996-10-17 12:04:35.000000
802,6,553,5,1996-10-17 11:59:19.000000
803,6,569,4,1996-10-17 12:29:02.000000
804,6,575,3,1996-10-17 12:24:30.000000
805,6,587,5,1996-10-17 11:56:21.000000
806,6,588,5,1996-10-17 11:52:26.000000
807,6,589,3,1996-10-17 11:55:17.000000
808,6,590,5,1996-10-17 11:51:49.000000
809,6,592,3,1996-10-17 11:51:49.000000
810,6,593,4,1996-10-17 11:52:54.000000
811,6,594,4,1996-10-17 12:03:39.000000
812,6,595,5,1996-10-17 11:52:54.000000
813,6,596,3,1996-10-17 12:09:01.000000
814,6,597,4,1996-10-17 11:55:54.000000
815,6,606,3,1996-10-17 12:23:44.000000
816,6,608,3,1996-10-17 12:04:04.000000
817,6,609,4,1996-10-17 12:29:02.000000
875,7,1,4.5,2005-01-25 06:52:26.000000
876,7,50,4.5,2005-01-25 06:53:13.000000
877,7,58,3,2005-01-25 06:45:20.000000
878,7,150,4.5,2005-01-25 06:52:05.000000
879,7,165,4,2005-01-25 06:53:07.000000
880,7,260,5,2005-01-25 06:52:13.000000
881,7,356,5,2005-01-25 06:51:55.000000
882,7,380,3,2005-01-25 06:52:17.000000
883,7,466,5,2005-01-25 06:45:32.000000
884,7,480,5,2005-01-25 06:51:57.000000
885,7,587,2,2005-01-25 06:48:34.000000
886,7,588,3,2005-01-25 06:52:51.000000
887,7,589,2.5,2005-01-25 06:52:20.000000
888,7,592,3,2005-01-25 06:52:02.000000
889,7,593,5,2005-01-25 06:51:52.000000
890,7,595,3.5,2005-01-26 04:10:36.000000
1027,8,2,4,1996-08-08 00:23:26.000000
1028,8,10,2,1996-08-08 00:18:29.000000
1029,8,11,4,1996-08-08 00:23:26.000000
1030,8,21,4,1996-08-08 00:19:24.000000
1031,8,32,3,1996-08-08 00:20:24.000000
1032,8,34,5,1996-08-08 00:19:06.000000
1033,8,39,3,1996-08-08 00:20:44.000000
1034,8,47,4,1996-08-08 00:19:06.000000
1035,8,50,5,1996-08-08 00:20:44.000000
1036,8,110,3,1996-08-08 00:18:47.000000
1037,8,141,3,1996-08-08 00:27:56.000000
1038,8,150,4,1996-08-08 00:17:02.000000
1039,8,153,2,1996-08-08 00:17:31.000000
1040,8,185,5,1996-08-08 00:18:29.000000
1041,8,186,4,1996-08-08 00:24:16.000000
1042,8,208,3,1996-08-08 00:18:29.000000
1043,8,231,4,1996-08-08 00:17:50.000000
1044,8,235,3,1996-08-08 00:27:56.000000
1045,8,236,3,1996-08-08 00:22:47.000000
1046,8,252,3,1996-08-08 00:24:16.000000
1047,8,253,5,1996-08-08 00:18:29.000000
1048,8,282,3,1996-08-08 00:22:47.000000
1049,8,292,3,1996-08-08 00:18:09.000000
1050,8,296,4,1996-08-08 00:17:02.000000
1051,8,317,3,1996-08-08 00:20:44.000000
1052,8,318,5,1996-08-08 00:18:09.000000
1053,8,339,3,1996-08-08 00:18:29.000000
1054,8,356,3,1996-08-08 00:18:47.000000
1055,8,357,5,1996-08-08 00:22:47.000000
1056,8,364,5,1996-08-08 00:19:06.000000
1057,8,367,3,1996-08-08 00:19:24.000000
1058,8,377,4,1996-08-08 00:20:44.000000
1059,8,380,5,1996-08-08 00:17:02.000000
1060,8,432,1,1996-08-08 00:21:42.000000
1061,8,440,3,1996-08-08 00:22:08.000000
1062,8,454,4,1996-08-08 00:19:06.000000
1063,8,457,3,1996-08-08 00:18:09.000000
1064,8,480,4,1996-08-08 00:18:47.000000
1065,8,500,2,1996-08-08 00:20:24.000000
1066,8,527,5,1996-08-08 00:22:08.000000
1067,8,539,3,1996-08-08 00:22:08.000000
1068,8,586,3,1996-08-08 00:21:42.000000
1069,8,587,3,1996-08-08 00:21:42.000000
1070,8,590,5,1996-08-08 00:17:02.000000
1071,8,592,3,1996-08-08 00:17:02.000000
1072,8,593,4,1996-08-08 00:17:50.000000
1073,8,597,3,1996-08-08 00:22:08.000000
1074,9,41,3,2003-02-07 22:24:10.000000
1075,9,187,3,2003-02-07 22:31:59.000000
1076,9,223,4,2003-02-07 22:24:10.000000
1077,9,371,3,2003-02-07 22:25:16.000000
1120,10,296,1,2016-02-12 18:56:27.000000
1121,10,356,3.5,2016-02-12 18:28:05.000000
1122,10,588,4,2016-02-12 19:42:53.000000
1123,10,597,3.5,2016-02-13 10:00:45.000000
1260,11,6,5,1998-08-03 14:24:26.000000
1261,11,10,3,1998-08-03 14:25:16.000000
1262,11,36,4,1998-08-03 14:38:55.000000
1263,11,44,2,1998-08-03 14:29:53.000000
1264,11,95,3,1998-08-03 14:27:38.000000
1265,11,110,5,1998-08-03 14:24:26.000000
1266,11,150,5,1998-08-03 14:24:26.000000
1267,11,153,3,1998-08-03 14:29:53.000000
1268,11,165,3,1998-08-03 14:29:27.000000
1269,11,170,4,1998-08-03 14:30:21.000000
1270,11,208,3,1998-08-03 14:31:46.000000
1271,11,292,4,1998-08-03 14:26:23.000000
1272,11,318,4,1998-08-03 14:37:50.000000
1273,11,349,5,1998-08-03 14:25:42.000000
1274,11,356,5,1998-07-23 13:24:23.000000
1275,11,368,3,1998-08-30 20:56:07.000000
1276,11,376,2,1998-08-03 14:31:24.000000
1277,11,377,3,1998-08-03 14:27:11.000000
1278,11,380,4,1998-08-03 14:27:11.000000
1279,11,434,3,1998-08-03 14:31:25.000000
1280,11,457,5,1998-08-03 14:25:16.000000
1281,11,466,3,1998-08-03 14:33:25.000000
1282,11,474,4,1998-08-03 14:27:11.000000
1283,11,480,4,1998-08-03 14:26:23.000000
1284,11,493,3,1998-08-03 14:33:25.000000
1285,11,511,4,1998-08-03 14:28:34.000000
1286,11,529,5,1998-08-03 14:37:23.000000
1287,11,589,4,1998-08-03 14:24:26.000000
1288,11,593,5,1998-08-03 14:38:22.000000
1324,12,39,4,2009-07-10 22:21:11.000000
1325,12,168,5,2009-07-10 22:20:11.000000
1326,12,222,5,2009-07-10 22:04:25.000000
1327,12,256,5,2009-07-10 22:02:55.000000
1328,12,261,4.5,2009-07-10 22:02:37.000000
1329,12,277,3,2009-07-10 22:02:51.000000
1330,12,357,3.5,2009-07-10 22:15:06.000000
1331,12,543,3.5,2009-07-10 22:01:58.000000
1356,13,47,5,2001-04-21 23:30:19.000000
1357,13,305,1,2001-04-16 21:36:08.000000
1358,13,597,3,2001-04-16 21:36:08.000000
1387,14,4,3,1996-06-22 11:07:33.000000
1388,14,7,3,1996-06-22 11:13:09.000000
1389,14,19,1,1996-06-22 10:59:28.000000
1390,14,25,4,1996-06-22 11:03:14.000000
1391,14,32,4,1996-06-22 10:59:28.000000
1392,14,39,3,1996-06-22 10:59:46.000000
1393,14,47,5,1996-06-22 10:58:53.000000
1394,14,95,5,1996-06-22 11:01:35.000000
1395,14,105,3,1996-06-22 11:02:51.000000
1396,14,110,5,1996-06-22 10:58:27.000000
1397,14,150,4,1996-06-22 10:56:17.000000
1398,14,153,2,1996-06-22 10:56:52.000000
1399,14,193,3,1996-06-22 11:02:51.000000
1400,14,231,3,1996-06-22 10:57:22.000000
1401,14,266,5,1996-06-22 10:59:28.000000
1402,14,282,5,1996-06-22 11:00:39.000000
1403,14,288,4,1996-06-22 10:58:27.000000
1404,14,296,3,1996-06-22 10:56:18.000000
1405,14,318,3,1996-06-22 10:57:22.000000
1406,14,337,5,1996-06-22 11:00:39.000000
1407,14,339,4,1996-06-22 10:57:46.000000
1408,14,344,2,1996-06-22 10:56:52.000000
1409,14,351,3,1996-06-22 11:08:06.000000
1410,14,356,4,1996-06-22 11:00:39.000000
1411,14,367,1,1996-06-22 11:00:10.000000
1412,14,376,4,1996-06-22 11:07:00.000000
1413,14,377,3,1996-06-22 11:02:08.000000
1414,14,383,4,1996-06-22 11:08:49.000000
1415,14,434,4,1996-06-22 10:57:46.000000
1416,14,448,3,1996-06-22 11:16:41.000000
1417,14,455,3,1996-06-22 11:10:12.000000
1418,14,477,4,1996-06-22 11:06:18.000000
1419,14,480,3,1996-06-22 11:01:02.000000
1420,14,491,3,1996-06-22 11:07:52.000000
1421,14,508,3,1996-06-22 11:05:58.000000
1422,14,509,5,1996-06-22 11:02:27.000000
1423,14,524,3,1996-06-22 11:13:27.000000
1424,14,527,3,1996-06-22 11:02:51.000000
1425,14,539,4,1996-06-22 11:03:35.000000
1426,14,540,3,1996-06-22 11:09:54.000000
1427,14,552,3,1996-06-22 11:05:58.000000
1428,14,553,4,1996-06-22 11:00:39.000000
1429,14,586,3,1996-06-22 11:04:11.000000
1430,14,590,4,1996-06-22 10:56:17.000000
1431,14,592,2,1996-06-22 10:56:16.000000
1432,14,593,4,1996-06-22 10:58:06.000000
1433,14,597,3,1996-06-22 11:03:51.000000
1435,15,1,2.5,2017-11-13 12:59:30.000000
1436,15,44,1,2011-03-06 15:21:56.000000
1437,15,47,3.5,2017-11-13 11:19:30.000000
1438,15,158,1,2011-03-06 15:20:40.000000
1439,15,172,1,2011-03-06 15:19:22.000000
1440,15,256,3,2011-03-06 15:23:41.000000
1441,15,260,5,2017-11-13 11:19:06.000000
1442,15,293,3,2017-11-13 11:19:22.000000
1443,15,296,4,2017-11-13 11:17:57.000000
1444,15,318,5,2017-11-13 11:17:46.000000
1445,15,355,1,2011-03-06 15:23:22.000000
1446,15,356,5,2017-11-13 11:17:53.000000
1447,15,364,3,2017-11-13 12:59:18.000000
1448,15,527,5,2017-11-13 11:19:42.000000
1449,15,588,3,2017-11-13 12:59:45.000000
1450,15,589,5,2017-11-13 11:20:12.000000
1451,15,596,2,2017-11-13 13:01:28.000000
1570,16,47,3.5,2013-08-26 00:43:34.000000
1571,16,50,4,2013-08-26 00:26:21.000000
1572,16,111,4.5,2013-08-26 00:37:26.000000
1573,16,204,2,2013-08-26 00:23:37.000000
1574,16,260,3,2013-08-26 00:28:56.000000
1575,16,293,4,2013-08-26 00:44:30.000000
1576,16,296,3,2013-08-26 00:35:02.000000
1577,16,318,4,2013-08-26 00:26:06.000000
1578,16,319,4,2013-08-26 00:24:35.000000
1579,16,356,3.5,2013-08-26 00:45:51.000000
1580,16,527,4,2013-08-26 00:26:27.000000
1581,16,541,4.5,2013-08-26 00:35:40.000000
1582,16,593,3,2013-08-26 00:29:37.000000
